mes,semana_category,site,platform,CVR_GENERAL,STEP_1,STEP_2,STEP_3,trafico
Abril,semana_4_abril,MLB,/mobile/ios,0.567255343,0.817592773,0.752472139,0.922042897,5477431
Abril,semana_4_abril,MLB,/web/mobile,0.392772182,0.715821396,0.62624766,0.87617313,368659
Abril,semana_4_abril,MLB,/mobile/android,0.486788166,0.779072961,0.686576643,0.910065928,12707168
Abril,semana_4_abril,MLB,/web/desktop,0.657484204,0.813417587,0.847618184,0.953611546,1477926
Abril,semana_4_abril,MLC,/web/mobile,0.482641427,0.713784534,0.709911939,0.952473677,27364
Abril,semana_4_abril,MLC,/web/desktop,0.727914503,0.829058478,0.913822998,0.960800286,132870
Abril,semana_4_abril,MLC,/mobile/android,0.65553972,0.803996693,0.850936193,0.958181437,648336
Abril,semana_4_abril,MLC,/mobile/ios,0.710424754,0.837986586,0.884919859,0.958025519,353946
Abril,semana_4_abril,MLM,/mobile/ios,0.602570943,0.80751245,0.807914261,0.923620758,2205805
Abril,semana_4_abril,MLM,/web/desktop,0.67990344,0.831187546,0.850758465,0.961483712,326842
Abril,semana_4_abril,MLM,/web/mobile,0.462757634,0.708949135,0.724559484,0.900874863,74767
Abril,semana_4_abril,MLM,/mobile/android,0.563519895,0.785438741,0.771038439,0.9305097,5328921
Abril,semana_4_abril,MLU,/mobile/ios,0.668038136,0.835125702,0.839695564,0.952637223,70484
Abril,semana_4_abril,MLU,/mobile/android,0.646094503,0.825109413,0.822885295,0.951579775,134810
Abril,semana_4_abril,MLU,/web/mobile,0.536164736,0.765765766,0.743529412,0.941681736,3885
Abril,semana_4_abril,MLU,/web/desktop,0.717682956,0.822153339,0.90562592,0.963897743,20647
Abril,semana_4_abril,MPE,/web/mobile,0.338950866,0.764063613,0.549860205,0.806779661,4213
Abril,semana_4_abril,MPE,/mobile/ios,0.480851672,0.807516433,0.665988321,0.894114521,13996
Abril,semana_4_abril,MPE,/web/desktop,0.496611168,0.772285251,0.702661452,0.915150692,13574
Abril,semana_4_abril,MPE,/mobile/android,0.371767619,0.750944175,0.587792343,0.84224799,48455
Mayo,semana_4_mayo,MCO,/web/desktop,0.667569194,0.782963727,0.881161489,0.967607301,69804
Mayo,semana_4_mayo,MCO,/mobile/android,0.409477248,0.73177807,0.764244035,0.732180786,319903
Mayo,semana_4_mayo,MCO,/mobile/ios,0.582335953,0.798186665,0.84028563,0.868244817,144044
Mayo,semana_4_mayo,MCO,/web/mobile,0.388092269,0.676191466,0.635506838,0.903119207,28872
Mayo,semana_4_mayo,MEC,/web/desktop,0.295094937,0.659810127,0.491606715,0.909756098,1264
Mayo,semana_4_mayo,MEC,/mobile/android,0.168487102,0.581919591,0.357028754,0.810961969,4303
Mayo,semana_4_mayo,MEC,/web/mobile,0.136878814,0.644289451,0.236806495,0.897142857,1147
Mayo,semana_4_mayo,MEC,/mobile/ios,0.175895765,0.675895765,0.387951807,0.670807453,1228
Mayo,semana_4_mayo,MLA,/mobile/android,0.534640261,0.813433003,0.71986669,0.913035771,3439365
Mayo,semana_4_mayo,MLA,/mobile/ios,0.61661142,0.837619351,0.789479606,0.932446549,933695
Mayo,semana_4_mayo,MLA,/web/desktop,0.680070767,0.829312779,0.855913689,0.95808883,492884
Mayo,semana_4_mayo,MLA,/web/mobile,0.411996757,0.729285558,0.627683229,0.90002725,64134
Mayo,semana_4_mayo,MLB,/web/desktop,0.664552631,0.816987541,0.85179436,0.954946823,1693759
Mayo,semana_4_mayo,MLB,/web/mobile,0.396633966,0.715194421,0.631531242,0.878154527,370228
Mayo,semana_4_mayo,MLB,/mobile/android,0.497938489,0.785555513,0.695272357,0.911682993,13393331
Mayo,semana_4_mayo,MLB,/mobile/ios,0.572216016,0.818639271,0.757145681,0.923183398,5883771
Mayo,semana_4_mayo,MLC,/web/mobile,0.46300689,0.693399601,0.702269765,0.950823475,26559
Mayo,semana_4_mayo,MLC,/web/desktop,0.719401986,0.819900617,0.911256725,0.962874472,116519
Mayo,semana_4_mayo,MLC,/mobile/android,0.627586825,0.781083581,0.838607244,0.958115133,635818
Mayo,semana_4_mayo,MLC,/mobile/ios,0.681699555,0.817052968,0.869759858,0.959275689,348303
Mayo,semana_4_mayo,MLM,/mobile/ios,0.579034132,0.80627372,0.786225242,0.913428752,2494979
Mayo,semana_4_mayo,MLM,/web/desktop,0.661048276,0.825236132,0.835066684,0.959254367,358169
Mayo,semana_4_mayo,MLM,/mobile/android,0.539087214,0.785454407,0.747611629,0.918040841,5875003
Mayo,semana_4_mayo,MLM,/web/mobile,0.439288447,0.715544504,0.686864007,0.893804162,78420
Mayo,semana_4_mayo,MLU,/web/desktop,0.721862562,0.824437731,0.906642624,0.965740681,20853
Mayo,semana_4_mayo,MLU,/web/mobile,0.514264451,0.765566857,0.722294232,0.930013459,4031
Mayo,semana_4_mayo,MLU,/mobile/android,0.646223973,0.823812129,0.824889117,0.950953562,137115
Mayo,semana_4_mayo,MLU,/mobile/ios,0.665667679,0.833128062,0.83978318,0.951433713,73074
Mayo,semana_4_mayo,MPE,/web/mobile,0.334161771,0.760280163,0.52897474,0.830898876,4426
Mayo,semana_4_mayo,MPE,/mobile/android,0.381761074,0.737593415,0.600716572,0.861598631,46165
Mayo,semana_4_mayo,MPE,/mobile/ios,0.492619148,0.803106987,0.67833698,0.904258065,14226
Mayo,semana_4_mayo,MPE,/web/desktop,0.492980762,0.750798485,0.707855164,0.927603075,13463
Mayo,semana_5_mayo,MCO,/web/desktop,0.662214997,0.779200942,0.878190026,0.967745239,71359
Mayo,semana_5_mayo,MCO,/mobile/ios,0.570395229,0.793674457,0.829945839,0.86593188,149584
Mayo,semana_5_mayo,MCO,/web/mobile,0.38936564,0.67612317,0.637698472,0.903059632,29715
Mayo,semana_5_mayo,MCO,/mobile/android,0.402916521,0.731437046,0.755438805,0.729186858,339857
Mayo,semana_5_mayo,MEC,/web/desktop,0.2996337,0.668131868,0.471491228,0.951162791,1365
Mayo,semana_5_mayo,MEC,/mobile/android,0.197706422,0.608256881,0.377073906,0.862,4360
Mayo,semana_5_mayo,MEC,/mobile/ios,0.177996422,0.647584973,0.349447514,0.786561265,1118
Mayo,semana_5_mayo,MEC,/web/mobile,0.119895743,0.633362294,0.222222222,0.851851852,1151
Mayo,semana_5_mayo,MLA,/web/mobile,0.423938899,0.736969854,0.636329703,0.904006073,61799
Mayo,semana_5_mayo,MLA,/mobile/ios,0.632982524,0.843280094,0.800786142,0.93735332,930705
Mayo,semana_5_mayo,MLA,/web/desktop,0.694981095,0.8382855,0.863360849,0.960259664,501464
Mayo,semana_5_mayo,MLA,/mobile/android,0.554452236,0.819065936,0.735904144,0.919864856,3446167
Mayo,semana_5_mayo,MLB,/web/desktop,0.656046096,0.815431633,0.843342142,0.95398819,1727685
Mayo,semana_5_mayo,MLB,/mobile/ios,0.567318662,0.817872047,0.750852507,0.923819382,6011186
Mayo,semana_5_mayo,MLB,/web/mobile,0.391953211,0.716537957,0.625904802,0.873950312,383681
Mayo,semana_5_mayo,MLB,/mobile/android,0.492840292,0.784406687,0.68943795,0.91131755,13664524
Mayo,semana_5_mayo,MLC,/mobile/android,0.626917426,0.78377331,0.836708978,0.955972596,691552
Mayo,semana_5_mayo,MLC,/web/desktop,0.722833929,0.821158787,0.914022345,0.96306272,129601
Mayo,semana_5_mayo,MLC,/web/mobile,0.470968461,0.701920577,0.704260386,0.952731645,26919
Mayo,semana_5_mayo,MLC,/mobile/ios,0.685952455,0.819164506,0.873958354,0.958147015,368285
Mayo,semana_5_mayo,MLM,/mobile/ios,0.554470877,0.827953632,0.754196408,0.887949496,3353067
Mayo,semana_5_mayo,MLM,/mobile/android,0.524650666,0.816526565,0.717137051,0.895978831,7947919
Mayo,semana_5_mayo,MLM,/web/desktop,0.60468153,0.849265877,0.753973819,0.944336472,505433
Mayo,semana_5_mayo,MLM,/web/mobile,0.455661054,0.733633537,0.697224427,0.890820372,96157
Mayo,semana_5_mayo,MLU,/web/desktop,0.70555206,0.813543734,0.899089665,0.964595328,20659
Mayo,semana_5_mayo,MLU,/mobile/android,0.633937033,0.816851938,0.815923467,0.95115951,132958
Mayo,semana_5_mayo,MLU,/mobile/ios,0.653904122,0.827076506,0.831029006,0.951376036,72321
Mayo,semana_5_mayo,MLU,/web/mobile,0.511895818,0.749311295,0.726604278,0.940202392,3993
Mayo,semana_5_mayo,MPE,/web/mobile,0.320215507,0.750058562,0.499063086,0.855444305,4269
Mayo,semana_5_mayo,MPE,/mobile/android,0.382675689,0.737163367,0.59854241,0.867305699,43742
Mayo,semana_5_mayo,MPE,/mobile/ios,0.500504032,0.796947005,0.687748464,0.913163426,13888
Mayo,semana_5_mayo,MPE,/web/desktop,0.499199884,0.760546989,0.703902066,0.932472826,13748
